"Serial","Participant","ActionType","ActionParameters","Date","Time","Group","Day","duration"
"2388","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 33M 27S,"Group2","Day2",1
"2389","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 33M 28S,"Group2","Day2",1
"2390","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 33M 29S,"Group2","Day2",2
"2391","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 33M 31S,"Group2","Day2",1
"2392","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 33M 32S,"Group2","Day2",33
"2393","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 34M 5S,"Group2","Day2",117
"2394","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 36M 2S,"Group2","Day2",1
"2395","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 36M 3S,"Group2","Day2",2
"2396","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 36M 5S,"Group2","Day2",NA
"2397","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 39M 55S,"Group2","Day2",33
"2398","VASTA6W","AddElement","Edvard Vann (Security Guard)","7/18/19",8H 40M 28S,"Group2","Day2",5
"2399","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 40M 33S,"Group2","Day2",1
"2400","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 40M 34S,"Group2","Day2",2
"2401","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 40M 36S,"Group2","Day2",3
"2402","VASTA6W","AddConnection","Orhan Strum (COO), Edvard Vann (Security Guard), GAStech","7/18/19",8H 40M 39S,"Group2","Day2",1
"2403","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 40M 40S,"Group2","Day2",52
"2404","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 41M 32S,"Group2","Day2",1
"2405","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 41M 33S,"Group2","Day2",9
"2406","VASTA6W","AddElement","Henk Bodrogi","7/18/19",8H 41M 42S,"Group2","Day2",146
"2407","VASTA6W","AddElement","Carmine Osvaldo","7/18/19",8H 44M 8S,"Group2","Day2",127
"2408","VASTA6W","AddElement","Jer","7/18/19",8H 46M 15S,"Group2","Day2",10
"2409","VASTA6W","AddElement","Jeroen Karel","7/18/19",8H 46M 25S,"Group2","Day2",12
"2410","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 46M 37S,"Group2","Day2",1
"2411","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 46M 38S,"Group2","Day2",20
"2412","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 46M 58S,"Group2","Day2",NA
"2413","VASTA6W","AddElement","B","7/18/19",8H 50M 0S,"Group2","Day2",3
"2414","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 50M 3S,"Group2","Day2",3
"2415","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 50M 6S,"Group2","Day2",26
"2416","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 50M 32S,"Group2","Day2",5
"2417","VASTA6W","AddElement","Elian K","7/18/19",8H 50M 37S,"Group2","Day2",6
"2418","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 50M 43S,"Group2","Day2",2
"2419","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 50M 45S,"Group2","Day2",NA
"2420","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 56M 1S,"Group2","Day2",179
"2421","VASTA6W","AddElement","Cesare Nespola","7/18/19",8H 59M 0S,"Group2","Day2",9
"2422","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 59M 9S,"Group2","Day2",3
"2423","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 59M 12S,"Group2","Day2",2
"2424","VASTA6W","AddConnection","Orhan Strum (COO), Jer, E, Kronos Government, Cesare Nespola","7/18/19",8H 59M 14S,"Group2","Day2",1
"2425","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",8H 59M 15S,"Group2","Day2",58
"2426","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",9H 0M 13S,"Group2","Day2",6
"2427","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",9H 0M 19S,"Group2","Day2",6
"2428","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",9H 0M 25S,"Group2","Day2",20
"2429","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",9H 0M 45S,"Group2","Day2",NA
"2430","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",9H 6M 16S,"Group2","Day2",5
"2431","VASTA6W","AddElement","Silvia Marek","7/18/19",9H 6M 21S,"Group2","Day2",6
"2432","VASTA6W","AddElement","Mandor Vann","7/18/19",9H 6M 27S,"Group2","Day2",2
"2433","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",9H 6M 29S,"Group2","Day2",50
"2434","VASTA6W","AddElement","Isia Vann","7/18/19",9H 7M 19S,"Group2","Day2",7
"2435","VASTA6W","AddElement","Julianna Vann","7/18/19",9H 7M 26S,"Group2","Day2",138
"2436","VASTA6W","AddElement","Lucio Jakab","7/18/19",9H 9M 44S,"Group2","Day2",40
"2437","VASTA6W","AddElement","Lorenzo Di Stefano","7/18/19",9H 10M 24S,"Group2","Day2",76
"2438","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 1","7/18/19",9H 11M 40S,"Group2","Day2",1
"2439","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 3","7/18/19",9H 11M 41S,"Group2","Day2",1
"2440","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 9","7/18/19",9H 11M 42S,"Group2","Day2",1
"2441","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 15","7/18/19",9H 11M 43S,"Group2","Day2",1
"2442","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 21","7/18/19",9H 11M 44S,"Group2","Day2",1
"2443","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 27","7/18/19",9H 11M 45S,"Group2","Day2",1
"2444","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 33","7/18/19",9H 11M 46S,"Group2","Day2",1
"2445","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 35","7/18/19",9H 11M 47S,"Group2","Day2",1
"2446","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 34","7/18/19",9H 11M 48S,"Group2","Day2",3
"2447","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 33","7/18/19",9H 11M 51S,"Group2","Day2",2
"2448","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 32","7/18/19",9H 11M 53S,"Group2","Day2",2
"2449","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 31","7/18/19",9H 11M 55S,"Group2","Day2",2
"2450","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 30","7/18/19",9H 11M 57S,"Group2","Day2",3
"2451","VASTA6W","GetDetail","Article 118","7/18/19",9H 12M 0S,"Group2","Day2",41
"2452","VASTA6W","GetDetail","Article 70","7/18/19",9H 12M 41S,"Group2","Day2",197
"2453","VASTA6W","GetDetail","Article 305","7/18/19",9H 15M 58S,"Group2","Day2",148
"2454","VASTA6W","GetDetail","Article 448","7/18/19",9H 18M 26S,"Group2","Day2",92
"2455","VASTA6W","GetDetail","Article 225","7/18/19",9H 19M 58S,"Group2","Day2",143
"2456","VASTA6W","GetDetail","Article 23","7/18/19",9H 22M 21S,"Group2","Day2",8
"2457","VASTA6W","GetDetail","Article 356","7/18/19",9H 22M 29S,"Group2","Day2",2
"2458","VASTA6W","GetDetail","Article 356","7/18/19",9H 22M 31S,"Group2","Day2",4
"2459","VASTA6W","GetDetail","Article 356","7/18/19",9H 22M 35S,"Group2","Day2",57
"2460","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 29","7/18/19",9H 23M 32S,"Group2","Day2",3
"2461","VASTA6W","GetDetail","Article 34","7/18/19",9H 23M 35S,"Group2","Day2",36
"2462","VASTA6W","GetDetail","Article 273","7/18/19",9H 24M 11S,"Group2","Day2",24
"2463","VASTA6W","GetDetail","Article 30","7/18/19",9H 24M 35S,"Group2","Day2",33
"2464","VASTA6W","GetDetail","Article 30","7/18/19",9H 25M 8S,"Group2","Day2",3
"2465","VASTA6W","GetDetail","Article 30","7/18/19",9H 25M 11S,"Group2","Day2",1
"2466","VASTA6W","GetDetail","Article 273","7/18/19",9H 25M 12S,"Group2","Day2",2
"2467","VASTA6W","GetDetail","Article 30","7/18/19",9H 25M 14S,"Group2","Day2",4
"2468","VASTA6W","GetDetail","Article 330","7/18/19",9H 25M 18S,"Group2","Day2",22
"2469","VASTA6W","GetDetail","Article 330","7/18/19",9H 25M 40S,"Group2","Day2",2
"2470","VASTA6W","GetDetail","Article 91","7/18/19",9H 25M 42S,"Group2","Day2",56
"2471","VASTA6W","GetDetail","Article 159","7/18/19",9H 26M 38S,"Group2","Day2",20
"2472","VASTA6W","GetDetail","Article 159","7/18/19",9H 26M 58S,"Group2","Day2",2
"2473","VASTA6W","GetDetail","Article 335","7/18/19",9H 27M 0S,"Group2","Day2",20
"2474","VASTA6W","GetDetail","Article 6","7/18/19",9H 27M 20S,"Group2","Day2",4
"2475","VASTA6W","GetDetail","Article 6","7/18/19",9H 27M 24S,"Group2","Day2",8
"2476","VASTA6W","GetDetail","Article 6","7/18/19",9H 27M 32S,"Group2","Day2",5
"2477","VASTA6W","GetDetail","Article 65","7/18/19",9H 27M 37S,"Group2","Day2",23
"2478","VASTA6W","GetDetail","Article 33","7/18/19",9H 28M 0S,"Group2","Day2",7
"2479","VASTA6W","GetDetail","Article 230","7/18/19",9H 28M 7S,"Group2","Day2",3
"2480","VASTA6W","GetDetail","Article 357","7/18/19",9H 28M 10S,"Group2","Day2",40
"2481","VASTA6W","GetDetail","Article 199","7/18/19",9H 28M 50S,"Group2","Day2",19
"2482","VASTA6W","GetDetail","Article 276","7/18/19",9H 29M 9S,"Group2","Day2",6
"2483","VASTA6W","GetDetail","Article 276","7/18/19",9H 29M 15S,"Group2","Day2",5
"2484","VASTA6W","GetDetail","Article 394","7/18/19",9H 29M 20S,"Group2","Day2",8
"2485","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 28","7/18/19",9H 29M 28S,"Group2","Day2",1
"2486","VASTA6W","GetDetail","Article 331","7/18/19",9H 29M 29S,"Group2","Day2",65
"2487","VASTA6W","GetDetail","Article 76","7/18/19",9H 30M 34S,"Group2","Day2",20
"2488","VASTA6W","GetDetail","Article 299","7/18/19",9H 30M 54S,"Group2","Day2",13
"2489","VASTA6W","GetDetail","Article 299","7/18/19",9H 31M 7S,"Group2","Day2",2
"2490","VASTA6W","GetDetail","Article 415","7/18/19",9H 31M 9S,"Group2","Day2",8
"2491","VASTA6W","GetDetail","Article 37","7/18/19",9H 31M 17S,"Group2","Day2",13
"2492","VASTA6W","GetDetail","Article 37","7/18/19",9H 31M 30S,"Group2","Day2",4
"2493","VASTA6W","GetDetail","Article 75","7/18/19",9H 31M 34S,"Group2","Day2",8
"2494","VASTA6W","GetDetail","Article 315","7/18/19",9H 31M 42S,"Group2","Day2",3
"2495","VASTA6W","GetDetail","Article 438","7/18/19",9H 31M 45S,"Group2","Day2",17
"2496","VASTA6W","GetDetail","Article 359","7/18/19",9H 32M 2S,"Group2","Day2",10
"2497","VASTA6W","GetDetail","Article 309","7/18/19",9H 32M 12S,"Group2","Day2",6
"2498","VASTA6W","GetDetail","Article 416","7/18/19",9H 32M 18S,"Group2","Day2",11
"2499","VASTA6W","GetDetail","Article 187","7/18/19",9H 32M 29S,"Group2","Day2",7
"2500","VASTA6W","GetDetail","Article 83","7/18/19",9H 32M 36S,"Group2","Day2",3
"2501","VASTA6W","GetDetail","Article 292","7/18/19",9H 32M 39S,"Group2","Day2",12
"2502","VASTA6W","GetDetail","Article 292","7/18/19",9H 32M 51S,"Group2","Day2",3
"2503","VASTA6W","GetDetail","Article 184","7/18/19",9H 32M 54S,"Group2","Day2",4
"2504","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 27","7/18/19",9H 32M 58S,"Group2","Day2",4
"2505","VASTA6W","GetDetail","Article 338","7/18/19",9H 33M 2S,"Group2","Day2",27
"2506","VASTA6W","GetDetail","Article 231","7/18/19",9H 33M 29S,"Group2","Day2",2
"2507","VASTA6W","GetDetail","Article 338","7/18/19",9H 33M 31S,"Group2","Day2",1
"2508","VASTA6W","GetDetail","Article 231","7/18/19",9H 33M 32S,"Group2","Day2",9
"2509","VASTA6W","GetDetail","Article 231","7/18/19",9H 33M 41S,"Group2","Day2",3
"2510","VASTA6W","GetDetail","Article 151","7/18/19",9H 33M 44S,"Group2","Day2",6
"2511","VASTA6W","GetDetail","Article 51","7/18/19",9H 33M 50S,"Group2","Day2",33
"2512","VASTA6W","GetDetail","Article 51","7/18/19",9H 34M 23S,"Group2","Day2",7
"2513","VASTA6W","GetDetail","Article 51","7/18/19",9H 34M 30S,"Group2","Day2",6
"2514","VASTA6W","GetDetail","Article 364","7/18/19",9H 34M 36S,"Group2","Day2",11
"2515","VASTA6W","GetDetail","Article 379","7/18/19",9H 34M 47S,"Group2","Day2",9
"2516","VASTA6W","GetDetail","Article 379","7/18/19",9H 34M 56S,"Group2","Day2",5
"2517","VASTA6W","GetDetail","Article 144","7/18/19",9H 35M 1S,"Group2","Day2",9
"2518","VASTA6W","GetDetail","Article 144","7/18/19",9H 35M 10S,"Group2","Day2",2
"2519","VASTA6W","GetDetail","Article 300","7/18/19",9H 35M 12S,"Group2","Day2",2
"2520","VASTA6W","GetDetail","Article 53","7/18/19",9H 35M 14S,"Group2","Day2",5
"2521","VASTA6W","GetDetail","Article 295","7/18/19",9H 35M 19S,"Group2","Day2",6
"2522","VASTA6W","GetDetail","Article 202","7/18/19",9H 35M 25S,"Group2","Day2",10
"2523","VASTA6W","GetDetail","Article 130","7/18/19",9H 35M 35S,"Group2","Day2",12
"2524","VASTA6W","GetDetail","Article 130","7/18/19",9H 35M 47S,"Group2","Day2",4
"2525","VASTA6W","GetDetail","Article 62","7/18/19",9H 35M 51S,"Group2","Day2",8
"2526","VASTA6W","GetDetail","Article 428","7/18/19",9H 35M 59S,"Group2","Day2",5
"2527","VASTA6W","GetDetail","Article 109","7/18/19",9H 36M 4S,"Group2","Day2",8
"2528","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 26","7/18/19",9H 36M 12S,"Group2","Day2",2
"2529","VASTA6W","GetDetail","Article 243","7/18/19",9H 36M 14S,"Group2","Day2",5
"2530","VASTA6W","GetDetail","Article 268","7/18/19",9H 36M 19S,"Group2","Day2",8
"2531","VASTA6W","GetDetail","Article 268","7/18/19",9H 36M 27S,"Group2","Day2",1
"2532","VASTA6W","GetDetail","Article 262","7/18/19",9H 36M 28S,"Group2","Day2",6
"2533","VASTA6W","GetDetail","Article 19","7/18/19",9H 36M 34S,"Group2","Day2",4
"2534","VASTA6W","GetDetail","Article 262","7/18/19",9H 36M 38S,"Group2","Day2",6
"2535","VASTA6W","GetDetail","Article 268","7/18/19",9H 36M 44S,"Group2","Day2",3
"2536","VASTA6W","GetDetail","Article 243","7/18/19",9H 36M 47S,"Group2","Day2",1
"2537","VASTA6W","GetDetail","Article 262","7/18/19",9H 36M 48S,"Group2","Day2",4
"2538","VASTA6W","GetDetail","Article 19","7/18/19",9H 36M 52S,"Group2","Day2",24
"2539","VASTA6W","GetDetail","Article 268","7/18/19",9H 37M 16S,"Group2","Day2",16
"2540","VASTA6W","GetDetail","Article 268","7/18/19",9H 37M 32S,"Group2","Day2",18
"2541","VASTA6W","GetDetail","Article 268","7/18/19",9H 37M 50S,"Group2","Day2",1
"2542","VASTA6W","GetDetail","Article 262","7/18/19",9H 37M 51S,"Group2","Day2",16
"2543","VASTA6W","GetDetail","Article 19","7/18/19",9H 38M 7S,"Group2","Day2",61
"2544","VASTA6W","GetDetail","Article 19","7/18/19",9H 39M 8S,"Group2","Day2",3
"2545","VASTA6W","GetDetail","Article 84","7/18/19",9H 39M 11S,"Group2","Day2",7
"2546","VASTA6W","GetDetail","Article 84","7/18/19",9H 39M 18S,"Group2","Day2",3
"2547","VASTA6W","GetDetail","Article 47","7/18/19",9H 39M 21S,"Group2","Day2",26
"2548","VASTA6W","GetDetail","Article 47","7/18/19",9H 39M 47S,"Group2","Day2",2
"2549","VASTA6W","GetDetail","Article 233","7/18/19",9H 39M 49S,"Group2","Day2",9
"2550","VASTA6W","GetDetail","Article 233","7/18/19",9H 39M 58S,"Group2","Day2",3
"2551","VASTA6W","GetDetail","Article 269","7/18/19",9H 40M 1S,"Group2","Day2",16
"2552","VASTA6W","GetDetail","Article 269","7/18/19",9H 40M 17S,"Group2","Day2",1
"2553","VASTA6W","GetDetail","Article 239","7/18/19",9H 40M 18S,"Group2","Day2",4
"2554","VASTA6W","GetDetail","Article 367","7/18/19",9H 40M 22S,"Group2","Day2",8
"2555","VASTA6W","GetDetail","Article 278","7/18/19",9H 40M 30S,"Group2","Day2",4
"2556","VASTA6W","GetDetail","Article 278","7/18/19",9H 40M 34S,"Group2","Day2",3
"2557","VASTA6W","GetDetail","Article 29","7/18/19",9H 40M 37S,"Group2","Day2",4
"2558","VASTA6W","GetDetail","Article 48","7/18/19",9H 40M 41S,"Group2","Day2",45
"2559","VASTA6W","GetDetail","Article 48","7/18/19",9H 41M 26S,"Group2","Day2",3
"2560","VASTA6W","GetDetail","Article 270","7/18/19",9H 41M 29S,"Group2","Day2",43
"2561","VASTA6W","GetDetail","Article 270","7/18/19",9H 42M 12S,"Group2","Day2",3
"2562","VASTA6W","GetDetail","Article 350","7/18/19",9H 42M 15S,"Group2","Day2",5
"2563","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 25","7/18/19",9H 42M 20S,"Group2","Day2",NA
"2564","VASTA6W","GetDetail","Article 432","7/18/19",9H 55M 13S,"Group2","Day2",74
"2565","VASTA6W","GetDetail","Article 432","7/18/19",9H 56M 27S,"Group2","Day2",1
"2566","VASTA6W","GetDetail","Article 25","7/18/19",9H 56M 28S,"Group2","Day2",10
"2567","VASTA6W","GetDetail","Article 26","7/18/19",9H 56M 38S,"Group2","Day2",9
"2568","VASTA6W","GetDetail","Article 11","7/18/19",9H 56M 47S,"Group2","Day2",10
"2569","VASTA6W","GetDetail","Article 11","7/18/19",9H 56M 57S,"Group2","Day2",2
"2570","VASTA6W","GetDetail","Article 418","7/18/19",9H 56M 59S,"Group2","Day2",15
"2571","VASTA6W","GetDetail","Article 185","7/18/19",9H 57M 14S,"Group2","Day2",7
"2572","VASTA6W","GetDetail","Article 185","7/18/19",9H 57M 21S,"Group2","Day2",3
"2573","VASTA6W","GetDetail","Article 207","7/18/19",9H 57M 24S,"Group2","Day2",10
"2574","VASTA6W","GetDetail","Article 207","7/18/19",9H 57M 34S,"Group2","Day2",2
"2575","VASTA6W","GetDetail","Article 58","7/18/19",9H 57M 36S,"Group2","Day2",14
"2576","VASTA6W","GetDetail","Article 58","7/18/19",9H 57M 50S,"Group2","Day2",4
"2577","VASTA6W","GetDetail","Article 167","7/18/19",9H 57M 54S,"Group2","Day2",24
"2578","VASTA6W","GetDetail","Article 167","7/18/19",9H 58M 18S,"Group2","Day2",2
"2579","VASTA6W","GetDetail","Article 10","7/18/19",9H 58M 20S,"Group2","Day2",4
"2580","VASTA6W","GetDetail","Article 174","7/18/19",9H 58M 24S,"Group2","Day2",3
"2581","VASTA6W","GetDetail","Article 174","7/18/19",9H 58M 27S,"Group2","Day2",2
"2582","VASTA6W","GetDetail","Article 287","7/18/19",9H 58M 29S,"Group2","Day2",3
"2583","VASTA6W","GetDetail","Article 244","7/18/19",9H 58M 32S,"Group2","Day2",2
"2584","VASTA6W","GetDetail","Article 286","7/18/19",9H 58M 34S,"Group2","Day2",7
"2585","VASTA6W","GetDetail","Article 158","7/18/19",9H 58M 41S,"Group2","Day2",4
"2586","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 24","7/18/19",9H 58M 45S,"Group2","Day2",11
"2587","VASTA6W","GetDetail","Article 200","7/18/19",9H 58M 56S,"Group2","Day2",9
"2588","VASTA6W","GetDetail","Article 420","7/18/19",9H 59M 5S,"Group2","Day2",4
"2589","VASTA6W","GetDetail","Article 77","7/18/19",9H 59M 9S,"Group2","Day2",3
"2590","VASTA6W","GetDetail","Article 458","7/18/19",9H 59M 12S,"Group2","Day2",5
"2591","VASTA6W","GetDetail","Article 411","7/18/19",9H 59M 17S,"Group2","Day2",4
"2592","VASTA6W","GetDetail","Article 444","7/18/19",9H 59M 21S,"Group2","Day2",4
"2593","VASTA6W","GetDetail","Article 447","7/18/19",9H 59M 25S,"Group2","Day2",7
"2594","VASTA6W","GetDetail","Article 69","7/18/19",9H 59M 32S,"Group2","Day2",3
"2595","VASTA6W","GetDetail","Article 43","7/18/19",9H 59M 35S,"Group2","Day2",5
"2596","VASTA6W","GetDetail","Article 413","7/18/19",9H 59M 40S,"Group2","Day2",8
"2597","VASTA6W","GetDetail","Article 31","7/18/19",9H 59M 48S,"Group2","Day2",2
"2598","VASTA6W","GetDetail","Article 303","7/18/19",9H 59M 50S,"Group2","Day2",2
"2599","VASTA6W","GetDetail","Article 14","7/18/19",9H 59M 52S,"Group2","Day2",4
"2600","VASTA6W","GetDetail","Article 431","7/18/19",9H 59M 56S,"Group2","Day2",3
"2601","VASTA6W","GetDetail","Article 122","7/18/19",9H 59M 59S,"Group2","Day2",2
"2602","VASTA6W","Search","None from 1982-01-01 to 2015-01-01 page 23","7/18/19",10H 0M 1S,"Group2","Day2",6
"2603","VASTA6W","GetDetail","Article 18","7/18/19",10H 0M 7S,"Group2","Day2",34
"2604","VASTA6W","GetDetail","Article 18","7/18/19",10H 0M 41S,"Group2","Day2",2
"2605","VASTA6W","GetDetail","Article 450","7/18/19",10H 0M 43S,"Group2","Day2",6
"2606","VASTA6W","GetDetail","Article 374","7/18/19",10H 0M 49S,"Group2","Day2",16
"2607","VASTA6W","GetDetail","Article 98","7/18/19",10H 1M 5S,"Group2","Day2",30
"2608","VASTA6W","GetDetail","Article 98","7/18/19",10H 1M 35S,"Group2","Day2",20
"2609","VASTA6W","GetDetail","Article 98","7/18/19",10H 1M 55S,"Group2","Day2",16
"2610","VASTA6W","GetDetail","Article 98","7/18/19",10H 2M 11S,"Group2","Day2",3
"2611","VASTA6W","GetDetail","Article 98","7/18/19",10H 2M 14S,"Group2","Day2",1
"2612","VASTA6W","GetDetail","Article 66","7/18/19",10H 2M 15S,"Group2","Day2",90
"2613","VASTA6W","GetDetail","Article 66","7/18/19",10H 3M 45S,"Group2","Day2",1
"2614","VASTA6W","GetDetail","Article 104","7/18/19",10H 3M 46S,"Group2","Day2",11
"2615","VASTA6W","GetDetail","Article 104","7/18/19",10H 3M 57S,"Group2","Day2",7
"2616","VASTA6W","GetDetail","Article 32","7/18/19",10H 4M 4S,"Group2","Day2",12
"2617","VASTA6W","GetDetail","Article 32","7/18/19",10H 4M 16S,"Group2","Day2",3
"2618","VASTA6W","GetDetail","Article 237","7/18/19",10H 4M 19S,"Group2","Day2",3
"2619","VASTA6W","GetDetail","Article 24","7/18/19",10H 4M 22S,"Group2","Day2",5
"2620","VASTA6W","GetDetail","Article 368","7/18/19",10H 4M 27S,"Group2","Day2",3
"2621","VASTA6W","GetDetail","Article 370","7/18/19",10H 4M 30S,"Group2","Day2",5
"2622","VASTA6W","GetDetail","Article 370","7/18/19",10H 4M 35S,"Group2","Day2",6
"2623","VASTA6W","GetDetail","Article 313","7/18/19",10H 4M 41S,"Group2","Day2",3
"2624","VASTA6W","GetDetail","Article 313","7/18/19",10H 4M 44S,"Group2","Day2",2
"2625","VASTA6W","GetDetail","Article 101","7/18/19",10H 4M 46S,"Group2","Day2",3
